grid_id,day_lst,night_lst,day_night_gap,centroid_lon,centroid_lat,dist_to_coast,elevation_mean,water_ratio,dist_to_major_river,avg_height,road_length,bldg_coverage_ratio,svf_mean,height_variance,ndvi,file_name,OID_,Shape_Leng,Shape_Area,MESH_KEYS,geometry_wkt
2380,33.298582,22.615434,10.683148000000003,139.78050210624082,35.62189899412873,158.8672624,4.719055294,0.0,2954.287628,9.11875,266.6143202,0.257245413,0.827126954,10.06829167,0.186037291,bldg_2380.shp,0,800.0,40000.0,53393642,"POLYGON ((139.779412 35.620986, 139.779384 35.622789, 139.781592 35.622812, 139.78162 35.621009, 139.779412 35.620986))"
2381,33.91858,22.269242,11.649338,139.79154253390553,35.62201025476406,214.8302124,4.415797725,0.0,3946.912153,15.77777778,580.9758684,0.28937397,0.766413914,184.3094444,0.048772657,bldg_2381.shp,0,800.0,40000.0,53393643,"POLYGON ((139.790452 35.621098, 139.790425 35.622901, 139.792633 35.622923, 139.79266 35.62112, 139.790452 35.621098))"
2382,32.802826,23.260637,9.542189000000004,139.8290804352181,35.62238097546681,183.1049707,4.029629571,0.0,2048.095339,13.48,145.1390115,0.253169671,0.921892533,77.124,0.055597594,bldg_2382.shp,0,800.0,40000.0,53393646,"POLYGON ((139.82799 35.621469, 139.827963 35.623272, 139.830171 35.623293, 139.830198 35.62149, 139.82799 35.621469))"
2383,32.355013,22.714327,9.640685999999999,139.8312885682821,35.622402418444395,134.6638539,5.109435108,0.0,1912.071753,8.133333333,279.6653986,0.160096498,0.871279383,8.743333333,0.179888331,bldg_2383.shp,0,800.0,40000.0,53393646,"POLYGON ((139.830198 35.62149, 139.830171 35.623293, 139.83238 35.623315, 139.832406 35.621512, 139.830198 35.62149))"
2384,31.053112,22.321487,8.731624999999998,139.83349670367625,35.62242382096304,208.7665648,7.220228967,0.0,1788.111366,3.15,381.3694149,0.003477653,0.996974912,0.07,0.27270927,bldg_2384.shp,0,800.0,40000.0,53393646,"POLYGON ((139.832406 35.621512, 139.83238 35.623315, 139.834588 35.623336, 139.834614 35.621533, 139.832406 35.621512))"
2385,29.870703,21.989386,7.881316999999999,139.83570484139614,35.62244518302263,375.6370875,9.705914414,0.0,1678.888361,4.4,265.3929904,0.001370719,0.999877726,0.0,0.297283488,bldg_2385.shp,0,800.0,40000.0,"53393646,53393647","POLYGON ((139.834614 35.621533, 139.834588 35.623336, 139.836796 35.623357, 139.836822 35.621554, 139.834614 35.621533))"
2386,29.930029,22.269559,7.66047,139.8379129814374,35.62246650462297,395.1363858,12.84490784,0.0,1587.447636,,0.0,0.0,0.999986531,,0.371897651,bldg_2386.shp,0,800.0,40000.0,"53393646,53393647","POLYGON ((139.836822 35.621554, 139.836796 35.623357, 139.839004 35.623379, 139.83903 35.621576, 139.836822 35.621554))"
2387,36.422165,21.68554,14.736625,139.59279299568155,35.6216555927684,14544.63397,17.93666411,0.0,284.2231503,5.8,86.46778803,0.065528647,0.947682977,8.03,0.20112352,bldg_2387.shp,0,800.0,40000.0,53393447,"POLYGON ((139.591705 35.620741, 139.591673 35.622544, 139.593881 35.62257, 139.593913 35.620767, 139.591705 35.620741))"
2388,36.422355,21.476583,14.945772000000002,139.59500090353498,35.62168136570891,14345.34952,17.48377223,0.0,363.1531685,7.139285714,830.6003766,0.321486879,0.692074602,4.208352638,0.151473399,bldg_2388.shp,0,800.0,40000.0,53393447,"POLYGON ((139.593913 35.620767, 139.593881 35.62257, 139.596089 35.622596, 139.596121 35.620793, 139.593913 35.620767))"
2389,37.137842,21.330618,15.807223999999998,139.5972088141893,35.62170709820397,14146.08527,17.11810226,0.0,477.8690336,7.34939759,1194.160821,0.310372074,0.568051872,3.556332968,0.093841177,bldg_2389.shp,0,800.0,40000.0,53393447,"POLYGON ((139.596121 35.620793, 139.596089 35.622596, 139.598297 35.622621, 139.598329 35.620819, 139.596121 35.620793))"
2390,36.722986,21.142864,15.580122,139.59941672764,35.6217327902534,13946.84208,16.67219108,0.0,506.2184329,7.388695652,1274.361996,0.241443175,0.739741532,4.904344775,0.115275516,bldg_2390.shp,0,800.0,40000.0,"53393447,53393448","POLYGON ((139.598329 35.620819, 139.598297 35.622621, 139.600505 35.622647, 139.600536 35.620844, 139.598329 35.620819))"
2391,36.432865,21.156988,15.275877000000001,139.60162464388276,35.62175844185705,13747.62087,16.1768568,0.0,439.1307434,7.083760684,1136.183649,0.262494459,0.555838866,2.237234011,0.151179446,bldg_2391.shp,0,800.0,40000.0,"53393447,53393448","POLYGON ((139.600536 35.620844, 139.600505 35.622647, 139.602713 35.622673, 139.602744 35.62087, 139.600536 35.620844))"
2392,36.673707,21.028084,15.645623,139.6038325629132,35.621784053014764,13548.4226,15.83127534,0.0,387.3604043,7.109574468,1586.76255,0.344447492,0.601838928,1.722367732,0.124102626,bldg_2392.shp,0,800.0,40000.0,53393448,"POLYGON ((139.602744 35.62087, 139.602713 35.622673, 139.604921 35.622698, 139.604952 35.620895, 139.602744 35.62087))"
2393,36.583868,21.15676,15.427108000000004,139.6060404847269,35.62180962372636,13349.24832,15.05150425,0.0,214.8360574,7.804054054,1717.502357,0.266075468,0.645809083,1.796718147,0.140499709,bldg_2393.shp,0,800.0,40000.0,53393448,"POLYGON ((139.604952 35.620895, 139.604921 35.622698, 139.607129 35.622724, 139.60716 35.620921, 139.604952 35.620895))"
2394,35.860649,21.323168,14.537481000000003,139.60824840931943,35.621835153991675,13150.09909,14.2089724,0.0,64.22359897,7.686131387,1628.839781,0.255302794,0.774680362,2.156203306,0.155585531,bldg_2394.shp,0,800.0,40000.0,53393448,"POLYGON ((139.60716 35.620921, 139.607129 35.622724, 139.609337 35.622749, 139.609368 35.620947, 139.60716 35.620921))"
2395,35.510927,21.443566,14.067361000000002,139.61045633668644,35.62186064381057,12950.97609,14.55170721,0.0,46.8752772,7.90877193,1196.979634,0.159389715,0.883485288,8.259385965,0.158550654,bldg_2395.shp,0,800.0,40000.0,"53393448,53393449","POLYGON ((139.609368 35.620947, 139.609337 35.622749, 139.611545 35.622775, 139.611576 35.620972, 139.609368 35.620947))"
2396,35.376523,21.414234,13.962288999999998,139.61266426682351,35.621886093182844,12751.88054,15.91746305,0.0,24.3104072,7.574626866,1189.385757,0.32462743,0.542215024,8.938891904,0.115306899,bldg_2396.shp,0,800.0,40000.0,"53393448,53393449","POLYGON ((139.611576 35.620972, 139.611545 35.622775, 139.613753 35.6228, 139.613784 35.620997, 139.611576 35.620972))"
2397,35.801536,21.184622,14.616913999999998,139.61487219972628,35.62191150210836,12552.81374,16.3078463,0.0,126.0567352,9.042028986,1262.906202,0.235904789,0.758555971,6.071295823,0.117219135,bldg_2397.shp,0,800.0,40000.0,53393449,"POLYGON ((139.613784 35.620997, 139.613753 35.6228, 139.615961 35.622826, 139.615992 35.621023, 139.613784 35.620997))"
2398,34.522952,21.069365,13.453586999999995,139.61708013539032,35.62193687058696,12353.77709,16.84611847,0.0,28.50724933,8.931325301,1239.409835,0.168799955,0.730217032,9.562909198,0.212544884,bldg_2398.shp,0,800.0,40000.0,53393449,"POLYGON ((139.615992 35.621023, 139.615961 35.622826, 139.618169 35.622851, 139.6182 35.621048, 139.615992 35.621023))"
2399,32.87978,21.058867,11.820912999999997,139.61928807381125,35.62196219861847,12154.77206,22.72388594,0.0,26.39107748,10.58947368,724.947017,0.14018068,0.936068393,21.51772404,0.277237118,bldg_2399.shp,0,800.0,40000.0,53393449,"POLYGON ((139.6182 35.621048, 139.618169 35.622851, 139.620377 35.622876, 139.620408 35.621073, 139.6182 35.621048))"
2400,32.767315,21.031981,11.735334000000005,139.62149601498464,35.62198748620273,11955.80024,23.3934557,0.0,24.91657686,9.312244898,799.1376062,0.159398486,0.689373904,13.18401361,0.27869475,bldg_2400.shp,0,800.0,40000.0,53393449,"POLYGON ((139.620408 35.621073, 139.620377 35.622876, 139.622585 35.622902, 139.622615 35.621099, 139.620408 35.621073))"
2401,34.998658,21.090073,13.908584999999999,139.62370395890613,35.62201273333956,11756.86332,34.83625001,0.0,197.7995949,8.339,1088.361165,0.275239022,0.535234539,8.638968687,0.180529627,bldg_2401.shp,0,800.0,40000.0,"53393449,53393540","POLYGON ((139.622615 35.621099, 139.622585 35.622902, 139.624792 35.622927, 139.624823 35.621124, 139.622615 35.621099))"
2402,36.606492,21.284212,15.322280000000003,139.62591190557134,35.62203794002883,11557.96308,36.65858648,0.0,335.5567747,8.126857143,1387.580128,0.395807991,0.464869159,2.841860755,0.124957276,bldg_2402.shp,0,800.0,40000.0,"53393449,53393540","POLYGON ((139.624823 35.621124, 139.624792 35.622927, 139.627 35.622952, 139.627031 35.621149, 139.624823 35.621124))"
2403,36.496272,21.685579,14.810692999999997,139.62811985497586,35.62206310627037,11359.10147,36.72540828,0.0,467.5313208,8.936567164,1310.109259,0.344172735,0.54980157,22.01827685,0.10748441,bldg_2403.shp,0,800.0,40000.0,53393540,"POLYGON ((139.627031 35.621149, 139.627 35.622952, 139.629208 35.622977, 139.629239 35.621174, 139.627031 35.621149))"
2404,36.388408,21.774556,14.613851999999998,139.63032780711526,35.622088232064,11160.28054,36.33791127,0.0,443.8171074,10.7707483,1528.882546,0.391417113,0.516484961,24.74879601,0.06808036,bldg_2404.shp,0,800.0,40000.0,53393540,"POLYGON ((139.629239 35.621174, 139.629208 35.622977, 139.631416 35.623002, 139.631447 35.621199, 139.629239 35.621174))"
2405,36.329994,21.560158,14.769835999999998,139.63253576198517,35.62211331740958,10961.50251,35.33774679,0.0,347.9509023,10.83389831,1288.213414,0.333578502,0.559386362,37.13217442,0.072202283,bldg_2405.shp,0,800.0,40000.0,53393540,"POLYGON ((139.631447 35.621199, 139.631416 35.623002, 139.633624 35.623027, 139.633655 35.621224, 139.631447 35.621199))"
2406,36.222441,21.360396,14.862045000000002,139.6347437195812,35.622138362306934,10762.76975,35.32567789,0.0,258.5966168,8.747014925,1268.221279,0.359142236,0.534240995,19.86867523,0.085884351,bldg_2406.shp,0,800.0,40000.0,53393540,"POLYGON ((139.633655 35.621224, 139.633624 35.623027, 139.635832 35.623052, 139.635863 35.621249, 139.633655 35.621224))"
2407,35.932333,21.204064,14.728269000000001,139.63695167989894,35.62216336675592,10564.08483,34.18148663,0.0,105.2151888,8.021929825,1350.087879,0.305988608,0.515182145,7.80845288,0.123622239,bldg_2407.shp,0,800.0,40000.0,"53393540,53393541","POLYGON ((139.635863 35.621249, 139.635832 35.623052, 139.63804 35.623077, 139.638071 35.621274, 139.635863 35.621249))"
2408,35.797709,20.979243,14.818465999999997,139.639159642934,35.622188330756366,10365.45049,33.08140503,0.0,49.0238406,9.647619048,1101.796425,0.309360111,0.512518684,16.7863798,0.114722183,bldg_2408.shp,0,800.0,40000.0,"53393540,53393541","POLYGON ((139.638071 35.621274, 139.63804 35.623077, 139.640248 35.623102, 139.640279 35.621299, 139.638071 35.621274))"
2409,35.638414,20.741259,14.897154999999998,139.641367608682,35.622213254308114,10166.8697,39.0001555,0.0,202.7470439,9.218918919,999.7244019,0.32009127,0.529568107,6.661007034,0.1709209,bldg_2409.shp,0,800.0,40000.0,53393541,"POLYGON ((139.640279 35.621299, 139.640248 35.623102, 139.642456 35.623127, 139.642487 35.621324, 139.640279 35.621299))"
2410,35.469562,20.734502,14.735060000000004,139.64357557713853,35.622238137410996,9968.34565,43.52928462,0.0,355.2683377,8.138181818,700.3329002,0.365974934,0.566347454,5.443144781,0.140148486,bldg_2410.shp,0,800.0,40000.0,53393541,"POLYGON ((139.642487 35.621324, 139.642456 35.623127, 139.644664 35.623152, 139.644695 35.621349, 139.642487 35.621324))"
2411,36.204541,20.837976,15.366564999999998,139.6457835482992,35.62226298006487,9769.881808,44.2823168,0.0,335.5688088,8.211173184,1160.081114,0.376644781,0.434395654,5.766840751,0.155643105,bldg_2411.shp,0,800.0,40000.0,53393541,"POLYGON ((139.644695 35.621349, 139.644664 35.623152, 139.646872 35.623177, 139.646903 35.621374, 139.644695 35.621349))"
2412,36.212016,20.989382,15.222634,139.64799152215957,35.62228778226956,9571.481918,40.72333844,0.0,182.5140545,9.273404255,1015.216037,0.40323444,0.540292252,17.51014528,0.113080594,bldg_2412.shp,0,800.0,40000.0,"53393541,53393542","POLYGON ((139.646903 35.621374, 139.646872 35.623177, 139.64908 35.623202, 139.649111 35.621399, 139.646903 35.621374))"
2413,37.562158,21.167995,16.394162999999995,139.65019949871535,35.622312544024915,9373.150039,35.51131248,0.0516675,33.94769743,8.541666667,836.1082166,0.27527634,0.859451495,21.93603107,0.106481894,bldg_2413.shp,0,800.0,40000.0,"53393541,53393542","POLYGON ((139.649111 35.621399, 139.64908 35.623202, 139.651288 35.623226, 139.651319 35.621424, 139.649111 35.621399))"
2414,36.270289,21.212412,15.057876999999998,139.65240747796202,35.62233726533078,9174.890583,36.20501514,0.0,118.4686105,8.170967742,1337.625362,0.322471488,0.568001004,4.686229577,0.132254719,bldg_2414.shp,0,800.0,40000.0,53393542,"POLYGON ((139.651319 35.621424, 139.651288 35.623226, 139.653496 35.623251, 139.653527 35.621448, 139.651319 35.621424))"
2415,36.605514,21.229645,15.375868999999998,139.65461545989527,35.62236194618699,8976.708348,39.1533201,0.0,296.2083631,8.904444444,1449.699465,0.384108989,0.50757005,10.20355556,0.090292562,bldg_2415.shp,0,800.0,40000.0,53393542,"POLYGON ((139.653527 35.621448, 139.653496 35.623251, 139.655704 35.623276, 139.655735 35.621473, 139.653527 35.621448))"
2416,36.963964,21.386576,15.577387999999996,139.65682344451065,35.622386586593386,8778.608563,39.23112806,0.0,487.4718668,8.440336134,1412.060626,0.350369838,0.471426317,5.585308361,0.096356332,bldg_2416.shp,0,800.0,40000.0,53393542,"POLYGON ((139.655735 35.621473, 139.655704 35.623276, 139.657912 35.6233, 139.657943 35.621497, 139.655735 35.621473))"
2417,36.4891,21.617047,14.872053000000001,139.6590314318038,35.622411186549826,8580.596941,40.95001508,0.0,683.7530603,8.828846154,1167.719636,0.319763752,0.695400674,10.35760642,0.105312597,bldg_2417.shp,0,800.0,40000.0,53393542,"POLYGON ((139.657943 35.621497, 139.657912 35.6233, 139.66012 35.623325, 139.66015 35.621522, 139.657943 35.621497))"
2418,35.982133,21.546682,14.435450999999997,139.66123942177032,35.622435746056134,8382.679728,39.96929498,0.0,881.7072496,10.3462963,959.5744245,0.2344179,0.708564788,22.12630678,0.154748476,bldg_2418.shp,0,800.0,40000.0,"53393542,53393543","POLYGON ((139.66015 35.621522, 139.66012 35.623325, 139.662328 35.623349, 139.662358 35.621547, 139.66015 35.621522))"
2419,36.667863,21.456444,15.211418999999996,139.6634474144058,35.62246026511217,8184.863772,36.97776327,0.0,1080.415245,13.06363636,834.7765354,0.144643649,0.91220471,159.8545455,0.194301783,bldg_2419.shp,0,800.0,40000.0,"53393542,53393543","POLYGON ((139.662358 35.621547, 139.662328 35.623349, 139.664536 35.623374, 139.664566 35.621571, 139.662358 35.621547))"
2420,35.03307,21.130087,13.902983000000003,139.66565540970586,35.62248474371774,7987.156598,34.05137522,0.0,1279.525899,9.98313253,990.6777236,0.253575898,0.784672582,18.58946812,0.175207824,bldg_2420.shp,0,800.0,40000.0,53393543,"POLYGON ((139.664566 35.621571, 139.664536 35.623374, 139.666744 35.623398, 139.666774 35.621596, 139.664566 35.621571))"
2421,35.99379,20.956026,15.037763999999996,139.6678634076661,35.62250918187275,7789.566488,36.01454824,0.0,1478.876585,8.615833333,1169.266658,0.376465268,0.571740324,1.718990896,0.124449756,bldg_2421.shp,0,800.0,40000.0,53393543,"POLYGON ((139.666774 35.621596, 139.666744 35.623398, 139.668952 35.623423, 139.668982 35.62162, 139.666774 35.621596))"
2422,36.285951,20.851895,15.434055999999998,139.67007140828207,35.62253357957699,7592.102583,38.35908485,0.0,1678.381774,8.197959184,1285.051831,0.394235458,0.481921847,2.603899916,0.120603877,bldg_2422.shp,0,800.0,40000.0,53393543,"POLYGON ((139.668982 35.62162, 139.668952 35.623423, 139.67116 35.623447, 139.67119 35.621644, 139.668982 35.62162))"
2423,35.559459,20.857258,14.702200999999995,139.67227941154945,35.62255793683032,7394.774992,38.22171832,0.0,1527.278669,8.280794702,1201.134539,0.386802692,0.461730002,7.628628698,0.119795545,bldg_2423.shp,0,800.0,40000.0,53393543,"POLYGON ((139.67119 35.621644, 139.67116 35.623447, 139.673369 35.623472, 139.673398 35.621669, 139.67119 35.621644))"
2424,36.489533,20.915216,15.574317,139.6744874174638,35.62258225363258,7197.594927,36.60010655,0.0,1334.821994,8.314634146,1398.051426,0.426479757,0.460745538,4.419294596,0.102493032,bldg_2424.shp,0,800.0,40000.0,"53393543,53393544","POLYGON ((139.673398 35.621669, 139.673369 35.623472, 139.675577 35.623496, 139.675606 35.621693, 139.673398 35.621669))"
2425,36.85507,21.168539,15.686530999999999,139.67669542602076,35.62260652998363,7000.574854,30.22142171,0.0,1144.953876,8.229326923,1478.520079,0.437726418,0.381560039,2.887106791,0.09502814,bldg_2425.shp,0,800.0,40000.0,"53393543,53393544","POLYGON ((139.675606 35.621693, 139.675577 35.623496, 139.677785 35.62352, 139.677814 35.621717, 139.675606 35.621693))"
2426,36.447286,21.534334,14.912951999999997,139.67890343721592,35.6226307658833,6803.728672,37.28648628,0.0,959.2126989,9.101960784,1259.06733,0.401014656,0.513320306,17.17414087,0.100529997,bldg_2426.shp,0,800.0,40000.0,53393544,"POLYGON ((139.677814 35.621717, 139.677785 35.62352, 139.679993 35.623544, 139.680022 35.621741, 139.677814 35.621717))"
2427,36.329326,21.696993,14.632333000000003,139.68111145104484,35.622654961331435,6607.071923,33.15214872,0.0,780.5502066,8.254054054,1237.247188,0.268707601,0.824108131,12.38850614,0.092914663,bldg_2427.shp,0,800.0,40000.0,53393544,"POLYGON ((139.680022 35.621741, 139.679993 35.623544, 139.682201 35.623568, 139.68223 35.621766, 139.680022 35.621741))"
2428,36.16079,21.784788,14.376002,139.68331946750317,35.62267911632789,6410.622041,30.15749049,0.0,615.1652204,11.35353535,1264.175851,0.37905061,0.495914813,47.88741084,0.06600874,bldg_2428.shp,0,800.0,40000.0,53393544,"POLYGON ((139.68223 35.621766, 139.682201 35.623568, 139.684409 35.623593, 139.684438 35.62179, 139.68223 35.621766))"
2429,36.206048,21.8028,14.403248000000001,139.6855274865865,35.62270323087251,6214.398644,28.48618915,0.0,477.0721871,10.17647059,1209.601312,0.309966682,0.672537319,63.81257243,0.101325509,bldg_2429.shp,0,800.0,40000.0,"53393544,53393545","POLYGON ((139.684438 35.62179, 139.684409 35.623593, 139.686617 35.623617, 139.686646 35.621814, 139.684438 35.62179))"
2430,36.336817,21.665033,14.671784000000002,139.68773550829047,35.62272730496513,6018.423885,27.49352946,0.0,395.9387517,8.916949153,1250.983865,0.444627101,0.605190273,14.43116326,0.11620397,bldg_2430.shp,0,800.0,40000.0,"53393544,53393545","POLYGON ((139.686646 35.621814, 139.686617 35.623617, 139.688825 35.623641, 139.688854 35.621838, 139.686646 35.621814))"
2431,36.527918,21.610331,14.917587000000001,139.6899435326106,35.622751338605596,5822.722869,27.64502649,0.0,407.3538001,8.380346821,1550.703843,0.410678858,0.474287372,8.963797553,0.085800649,bldg_2431.shp,0,800.0,40000.0,53393545,"POLYGON ((139.688854 35.621838, 139.688825 35.623641, 139.691033 35.623665, 139.691062 35.621862, 139.688854 35.621838))"
2432,36.156719,21.406841,14.749878000000002,139.69215155954257,35.62277533179377,5627.324157,26.96440927,0.0,505.080926,8.358108108,1343.54095,0.377745931,0.648188634,8.469933811,0.082668065,bldg_2432.shp,0,800.0,40000.0,53393545,"POLYGON ((139.691062 35.621862, 139.691033 35.623665, 139.693241 35.623689, 139.69327 35.621886, 139.691062 35.621862))"
2433,36.922638,21.269074,15.653564,139.69435958908196,35.62279928452947,5432.260369,28.37220068,0.0,526.5928505,8.437815126,1317.849963,0.440802621,0.479801244,4.889703223,0.084553106,bldg_2433.shp,0,800.0,40000.0,53393545,"POLYGON ((139.69327 35.621886, 139.693241 35.623689, 139.695449 35.623713, 139.695478 35.62191, 139.69327 35.621886))"
2434,36.865489,21.328206,15.537282999999995,139.69656762122435,35.62282319681259,5237.568928,28.66824907,0.0,518.5420847,8.345723684,1893.878719,0.434663371,0.575541378,5.538859541,0.073707571,bldg_2434.shp,0,800.0,40000.0,53393545,"POLYGON ((139.695478 35.62191, 139.695449 35.623713, 139.697657 35.623737, 139.697686 35.621934, 139.695478 35.62191))"
2435,36.274507,21.396934,14.877572999999998,139.69877565596536,35.62284706864292,5043.292954,28.61050849,0.0,540.7557491,9.496774194,1648.133188,0.450650229,0.369811419,23.50614695,0.053390877,bldg_2435.shp,0,800.0,40000.0,"53393545,53393546","POLYGON ((139.697686 35.621934, 139.697657 35.623737, 139.699865 35.62376, 139.699894 35.621958, 139.697686 35.621934))"
2436,35.846886,21.510122,14.336763999999999,139.7009836933006,35.62287090002034,4849.482383,28.16562585,0.0,628.5858246,8.800727273,1793.870593,0.43528288,0.484192715,7.521824287,0.113816254,bldg_2436.shp,0,800.0,40000.0,"53393545,53393546","POLYGON ((139.699894 35.621958, 139.699865 35.62376, 139.702073 35.623784, 139.702102 35.621981, 139.699894 35.621958))"
2437,35.278867,21.571181,13.707685999999999,139.70319173322568,35.6228946909447,4656.195328,27.88449526,0.0,760.1470236,8.468722467,1741.113964,0.379554102,0.506853562,5.77215898,0.13131375,bldg_2437.shp,0,800.0,40000.0,53393546,"POLYGON ((139.702102 35.621981, 139.702073 35.623784, 139.704281 35.623808, 139.70431 35.622005, 139.702102 35.621981))"
2438,36.037497,21.75069,14.286807000000003,139.70539977573617,35.622918441415834,4463.499802,26.94915469,0.0,915.4225783,8.472027972,1887.685398,0.411974523,0.528476641,4.823916575,0.082459569,bldg_2438.shp,0,800.0,40000.0,53393546,"POLYGON ((139.70431 35.622005, 139.704281 35.623808, 139.706489 35.623832, 139.706518 35.622029, 139.70431 35.622005))"
2439,35.962172,21.711855,14.250317000000003,139.70760782082772,35.6229421514336,4271.475862,27.08453133,0.0,910.8152657,9.076923077,1641.345664,0.44811169,0.642321214,9.654546592,0.072873814,bldg_2439.shp,0,800.0,40000.0,53393546,"POLYGON ((139.706518 35.622029, 139.706489 35.623832, 139.708697 35.623855, 139.708726 35.622053, 139.706518 35.622029))"
2440,35.81763,21.700272,14.117358000000003,139.7098158684959,35.62296582099784,4080.218326,23.30966113,0.0,767.2308856,9.158403361,1209.777015,0.51904277,0.260508362,9.702102081,0.082187529,bldg_2440.shp,0,800.0,40000.0,53393546,"POLYGON ((139.708726 35.622053, 139.708697 35.623855, 139.710905 35.623879, 139.710934 35.622076, 139.708726 35.622053))"
2441,35.077758,21.964522,13.113236000000004,139.71202391873632,35.62298945010839,3889.840247,23.10772144,0.0,646.283274,10.88053691,1280.047325,0.432782295,0.463778071,19.03874025,0.07784028,bldg_2441.shp,0,800.0,40000.0,"53393546,53393547","POLYGON ((139.710934 35.622076, 139.710905 35.623879, 139.713113 35.623903, 139.713142 35.6221, 139.710934 35.622076))"
2442,35.572739,22.184081,13.388658,139.71423197154456,35.62301303876514,3700.477361,21.60956646,0.0,537.7918976,10.19653179,1446.175124,0.475356137,0.350270546,13.33382511,0.06492956,bldg_2442.shp,0,800.0,40000.0,"53393546,53393547","POLYGON ((139.713142 35.6221, 139.713113 35.623903, 139.715322 35.623926, 139.71535 35.622123, 139.713142 35.6221))"
2443,35.101396,22.510841,12.590555000000002,139.71644002691627,35.62303658696789,3512.293873,12.80281872,0.0,436.8697759,9.542424242,1168.392832,0.421523623,0.412864481,24.15665973,0.09029892,bldg_2443.shp,0,800.0,40000.0,53393547,"POLYGON ((139.71535 35.622123, 139.715322 35.623926, 139.71753 35.62395, 139.717558 35.622147, 139.71535 35.622123))"
2444,34.415374,22.744183,11.671191,139.71864808484702,35.62306009471653,3325.49001,8.174480132,0.0,347.048386,15.20843373,1386.490349,0.396395861,0.403488033,119.4978548,0.041522177,bldg_2444.shp,0,800.0,40000.0,53393547,"POLYGON ((139.717558 35.622147, 139.71753 35.62395, 139.719738 35.623973, 139.719766 35.62217, 139.717558 35.622147))"
2445,33.454202,22.701122,10.75308,139.72085614533242,35.623083562010876,3140.311984,6.114977403,0.0,269.6286764,24.65111111,1287.253525,0.357644502,0.36304038,192.4085943,0.036554425,bldg_2445.shp,0,800.0,40000.0,53393547,"POLYGON ((139.719766 35.62217, 139.719738 35.623973, 139.721946 35.623997, 139.721975 35.622194, 139.719766 35.62217))"
2446,33.43298,22.683338,10.749642000000001,139.7230642083681,35.62310698885079,2957.065253,4.472252021,0.0,179.6676974,19.62588235,1349.457811,0.290584933,0.559386507,135.7481317,0.033707464,bldg_2446.shp,0,800.0,40000.0,"53393547,53393548","POLYGON ((139.721975 35.622194, 139.721946 35.623997, 139.724154 35.62402, 139.724183 35.622217, 139.721975 35.622194))"
2447,32.905676,22.57221,10.333466000000001,139.72527227394963,35.62313037523613,2776.132285,3.810581648,0.0,117.2367263,20.40816327,1000.568582,0.302017301,0.370087857,306.8507653,0.074044651,bldg_2447.shp,0,800.0,40000.0,"53393547,53393548","POLYGON ((139.724183 35.622217, 139.724154 35.62402, 139.726362 35.624043, 139.726391 35.622241, 139.724183 35.622217))"
2448,32.04497,22.481862,9.563108,139.7274803420726,35.623153721166744,2597.996539,2.99343484,0.0,7.681641172,22.84827586,1198.360755,0.360038607,0.4256919,1148.364729,0.087692535,bldg_2448.shp,0,800.0,40000.0,53393548,"POLYGON ((139.726391 35.622241, 139.726362 35.624043, 139.72857 35.624067, 139.728599 35.622264, 139.726391 35.622241))"
2449,32.322695,22.258735,10.063960000000002,139.72968841273263,35.62317702664247,2423.274968,3.586943494,0.0,147.9531492,27.17058824,910.3662562,0.35912483,0.378520189,893.1306239,0.072032006,bldg_2449.shp,0,800.0,40000.0,53393548,"POLYGON ((139.728599 35.622264, 139.72857 35.624067, 139.730778 35.62409, 139.730807 35.622287, 139.728599 35.622264))"
2450,32.483606,22.03844,10.445166,139.73189648592538,35.62320029166318,2252.76211,6.410594663,0.0,308.8061007,21.43684211,616.209938,0.331812854,0.407599472,710.5348222,0.096332882,bldg_2450.shp,0,800.0,40000.0,"53393548,53393558","POLYGON ((139.730807 35.622287, 139.730778 35.62409, 139.732986 35.624113, 139.733015 35.62231, 139.730807 35.622287))"
2451,33.242099,22.145012,11.097087000000002,139.73410456164635,35.62322351622871,2087.489564,16.1147657,0.0,416.779583,12.54736842,1075.600487,0.468708816,0.400570393,75.46954087,0.1315793,bldg_2451.shp,0,800.0,40000.0,"53393548,53393558","POLYGON ((139.733015 35.62231, 139.732986 35.624113, 139.735194 35.624137, 139.735223 35.622334, 139.733015 35.62231))"
2452,31.897768,22.530272,9.367496,139.7363126398912,35.62324670033891,1928.804871,20.16746127,0.0,554.4754132,17.6,690.7601681,0.086160736,0.888524926,397.1466667,0.234888539,bldg_2452.shp,0,800.0,40000.0,"53393548,53393549,53393558,53393559","POLYGON ((139.735223 35.622334, 139.735194 35.624137, 139.737403 35.62416, 139.737431 35.622357, 139.735223 35.622334))"
2453,33.109844,22.742838,10.367006000000003,139.73852072065554,35.62326984399364,1778.472318,10.41100755,0.0,674.2229406,17.4,1044.142513,0.112891462,0.848414693,130.0868966,0.096349129,bldg_2453.shp,0,800.0,40000.0,"53393548,53393549,53393558,53393559","POLYGON ((139.737431 35.622357, 139.737403 35.62416, 139.739611 35.624183, 139.739639 35.62238, 139.737431 35.622357))"
2454,33.69203,22.782468,10.909562000000001,139.74072880393493,35.623292947192745,1638.792036,2.695692455,0.0,777.3251333,14.48787879,931.33205,0.296646987,0.551001274,157.8007739,0.041690512,bldg_2454.shp,0,800.0,40000.0,"53393549,53393559","POLYGON ((139.739639 35.62238, 139.739611 35.624183, 139.741819 35.624206, 139.741847 35.622403, 139.739639 35.62238))"
